loan_title,default_prob,risk_category,loan_id,loan_amount,remaining_amount,lender_count
Living expenses while pursuing a PhD,0.2223698645830154,High,968,167718,167718.0,0
debt_consolidation,0.239051416516304,High,969,69256,69256.0,0
debt_consolidation,0.2807590365409851,High,970,150158,150158.0,0
nanaw2907,0.1866464763879776,Medium,971,384245,384245.0,0
other,0.1293877214193344,Medium,972,368502,368502.0,0
other,0.1104555800557136,Medium,973,342766,342766.0,0
debt_consolidation,0.1981658190488815,Medium,974,257545,257545.0,0
debt_consolidation,0.2656204402446747,High,975,89224,89224.0,0
debt_consolidation,0.1776252090930938,Medium,976,213224,213224.0,0
 ,0.1701588779687881,Medium,977,240738,240738.0,0
 ,0.1744272708892822,Medium,978,380760,380760.0,0
car,0.1645442843437194,Medium,979,439690,439690.0,0
moving,0.2070671021938324,High,980,189649,189649.0,0
debt_consolidation,0.1727431863546371,Medium,981,208070,208070.0,0
medical,0.1924567222595214,Medium,982,326161,326161.0,0
other,0.261315643787384,High,983,58666,58666.0,0
medical,0.2055275291204452,High,984,107761,107761.0,0
other,0.1358945518732071,Medium,985,498512,498512.0,0
medical,0.1756430715322494,Medium,986,337855,337855.0,0
debt_consolidation,0.2039120644330978,High,987,91914,91914.0,0
debt_consolidation,0.1902375221252441,Medium,988,401579,401579.0,0
other,0.119570292532444,Medium,989,327738,327738.0,0
Need loan to pay rent ,0.1349638402462005,Medium,990,446965,446965.0,0
debt_consolidation,0.2150526344776153,High,991,117526,117526.0,0
home_improvement,0.2646727859973907,High,992,69956,69956.0,0
debt_consolidation,0.225026249885559,High,993,96240,96240.0,0
other,0.1481301039457321,Medium,994,294270,294270.0,0
other,0.2768327295780182,High,995,54757,54757.0,0
credit_card,0.1767027229070663,Medium,996,219097,219097.0,0
debt_consolidation,0.1942394226789474,Medium,997,341467,341467.0,0
Bulk Real Estate Loan ,0.2639587819576263,High,998,197313,197313.0,0
debt_consolidation,0.2191612720489502,High,999,153892,153892.0,0
Improvements & security for sports bar,0.1220530420541763,Medium,1000,358768,358768.0,0
wedding,0.2696046233177185,High,1001,120480,120480.0,0
wedding,0.164592832326889,Medium,1002,246163,246163.0,0
major_purchase,0.271231085062027,High,1003,69816,69816.0,0
major_purchase,0.1302860528230667,Medium,1004,433619,433619.0,0
debt_consolidation,0.247684434056282,High,1005,102853,102853.0,0
wedding,0.0748509019613266,Low,1006,655989,655989.0,0
debt_consolidation,0.1951041221618652,Medium,1007,296731,296731.0,0
major_purchase,0.157930314540863,Medium,1008,352638,352638.0,0
debt_consolidation,0.1390743404626846,Medium,1009,406524,406524.0,0
medical,0.1576200127601623,Medium,1010,262823,262823.0,0
Wedding Expenses,0.1981837898492813,Medium,1011,351878,351878.0,0
small_business,0.1830890625715255,Medium,1012,406592,406592.0,0
Personal Loan,0.1373099535703659,Medium,1013,201759,201759.0,0
house,0.2852955460548401,High,1014,142374,142374.0,0
Future Corporate C.E.O,0.1929307878017425,Medium,1015,333554,333554.0,0
other,0.2969081699848175,High,1016,74442,74442.0,0
major_purchase,0.1079698055982589,Medium,1017,293501,293501.0,0
wedding,0.2026293724775314,High,1018,52079,52079.0,0
debt_consolidation,0.1827219426631927,Medium,1019,259676,259676.0,0
small_business,0.2403394132852554,High,1020,140397,140397.0,0
Home Improvement,0.1414775848388672,Medium,1021,272847,272847.0,0
Home improvement,0.2741866409778595,High,1022,143607,143607.0,0
debt_consolidation,0.2017483711242675,High,1023,199521,199521.0,0
major_purchase,0.1198622733354568,Medium,1024,264077,264077.0,0
debt_consolidation,0.1948337405920028,Medium,1025,379374,379374.0,0
other,0.2460750788450241,High,1026,187717,187717.0,0
home_improvement,0.1499406695365905,Medium,1027,238000,238000.0,0
car,0.2439143061637878,High,1028,76737,76737.0,0
other,0.2491354793310165,High,1029,61485,61485.0,0
moving,0.1817735135555267,Medium,1030,386240,386240.0,0
other,0.1750619411468505,Medium,1031,252487,252487.0,0
other,0.2489308714866638,High,1032,179948,179948.0,0
Business startup loan,0.1611609011888504,Medium,1033,474486,474486.0,0
small_business,0.189276322722435,Medium,1034,278623,278623.0,0
 ,0.1527822315692901,Medium,1035,383675,383675.0,0
Debt Consolidation,0.2357363402843475,High,1036,176944,176944.0,0
credit_card,0.2173461765050888,High,1037,155947,155947.0,0
car,0.1868110448122024,Medium,1038,488543,488543.0,0
major_purchase,0.1581220179796219,Medium,1039,328177,328177.0,0
other,0.2237052321434021,High,1040,159575,159575.0,0
house,0.2473864108324051,High,1041,160904,160904.0,0
moving,0.1644355505704879,Medium,1042,407606,407606.0,0
Major purchase,0.2506750822067261,High,1043,80678,80678.0,0
other,0.237404391169548,High,1044,126218,126218.0,0
debt_consolidation,0.2920505702495575,High,1045,113230,113230.0,0
truck & box,0.1652766764163971,Medium,1046,445756,445756.0,0
major_purchase,0.2256968319416046,High,1047,124055,124055.0,0
other,0.2808927893638611,High,1048,122258,122258.0,0
debt_consolidation,0.2378919869661331,High,1049,89986,89986.0,0
credit_card,0.2528397142887115,High,1050,135595,135595.0,0
debt_consolidation,0.1587687581777572,Medium,1051,301358,301358.0,0
31% APR Credit Cards are no fun,0.135952889919281,Medium,1052,273506,273506.0,0
debt_consolidation,0.2707208693027496,High,1053,84911,84911.0,0
debt_consolidation,0.2821677029132843,High,1054,137127,137127.0,0
other,0.2276975512504577,High,1055,163453,163453.0,0
small_business,0.2584697008132934,High,1056,134458,134458.0,0
Debt consolidation,0.2640681862831116,High,1057,62175,62175.0,0
car,0.1554884761571884,Medium,1058,321300,321300.0,0
Kenn Debt Free,0.1157180368900299,Medium,1059,286925,286925.0,0
debt_consolidation,0.2493736743927002,High,1060,116358,116358.0,0
home_improvement,0.2433466017246246,High,1061,198399,198399.0,0
small_business,0.2594058215618133,High,1062,97057,97057.0,0
home_improvement,0.1443321108818054,Medium,1063,468294,468294.0,0
debt_consolidation,0.292914867401123,High,1064,54425,54425.0,0
car,0.1792115718126297,Medium,1065,454726,454726.0,0
other,0.146427497267723,Medium,1066,478176,478176.0,0
debt_consolidation,0.2411987781524658,High,1067,52198,52198.0,0
debt_consolidation,0.2936801612377167,High,1068,194931,194931.0,0
debt_consolidation,0.1743827611207962,Medium,1069,362491,362491.0,0
debt_consolidation,0.2022526115179062,High,1070,168865,168865.0,0
car,0.2003760188817978,High,1071,189777,189777.0,0
debt_consolidation,0.1535252779722213,Medium,1072,460910,460910.0,0
Debt Consolidation,0.1234144121408462,Medium,1073,223236,223236.0,0
finance senior year,0.2286229580640792,High,1074,137955,137955.0,0
car,0.1442376375198364,Medium,1075,416586,416586.0,0
house,0.2957081794738769,High,1076,153145,153145.0,0
debt_consolidation,0.2368217706680297,High,1077,196430,196430.0,0
other,0.1564320623874664,Medium,1078,430785,430785.0,0
small_business,0.2339603751897812,High,1079,144914,144914.0,0
debt_consolidation,0.2724675834178924,High,1080,152870,152870.0,0
lauriebarlow,0.2304210215806961,High,1081,166243,166243.0,0
major_purchase,0.2630291283130646,High,1082,64596,64596.0,0
car,0.2093691974878311,High,1083,182351,182351.0,0
major_purchase,0.2451136261224746,High,1084,161496,161496.0,0
major_purchase,0.274483859539032,High,1085,180273,180273.0,0
Wedding Loan,0.1918389052152633,Medium,1086,338155,338155.0,0
home_improvement,0.1829530745744705,Medium,1087,320674,320674.0,0
car,0.1467596888542175,Medium,1088,457529,457529.0,0
wendyg313,0.1588854491710662,Medium,1089,440469,440469.0,0
other,0.2215284705162048,High,1090,198843,198843.0,0
car,0.1514113694429397,Medium,1091,456713,456713.0,0
major_purchase,0.1644568294286728,Medium,1092,219063,219063.0,0
debt_consolidation,0.2018929421901703,High,1093,117642,117642.0,0
wedding,0.1814036220312118,Medium,1094,290093,290093.0,0
other,0.1595897227525711,Medium,1095,417215,417215.0,0
moving,0.1797868609428405,Medium,1096,382992,382992.0,0
 ,0.2874599993228912,High,1097,85954,85954.0,0
debt_consolidation,0.2391935288906097,High,1098,77856,77856.0,0
debt_consolidation,0.165441945195198,Medium,1099,202573,202573.0,0
car,0.2667585909366607,High,1100,85367,85367.0,0
car,0.2717729806900024,High,1101,149608,149608.0,0
debt_consolidation,0.2868140935897827,High,1102,110774,110774.0,0
car,0.1620811223983764,Medium,1103,223752,223752.0,0
moving,0.1840794831514358,Medium,1104,348757,348757.0,0
medical,0.2514706552028656,High,1105,180282,180282.0,0
house,0.2443660646677017,High,1106,101693,101693.0,0
IN NEED,0.1766910701990127,Medium,1107,316739,316739.0,0
 ,0.1893949955701828,Medium,1108,438009,438009.0,0
Business start-up,0.1770897656679153,Medium,1109,456028,456028.0,0
moving,0.2152646780014038,High,1110,176678,176678.0,0
house,0.2501323819160461,High,1111,124532,124532.0,0
car,0.1877411901950836,Medium,1112,388456,388456.0,0
moving,0.1971869617700576,Medium,1113,231653,231653.0,0
car,0.2232528030872345,High,1114,171829,171829.0,0
debt_consolidation,0.1763073503971099,Medium,1115,328377,328377.0,0
other,0.1683995425701141,Medium,1116,201622,201622.0,0
small_business,0.217359647154808,High,1117,98756,98756.0,0
debt_consolidation,0.2437815815210342,High,1118,90809,90809.0,0
debt_consolidation,0.1461921781301498,Medium,1119,216725,216725.0,0
debt_consolidation,0.2625112235546112,High,1120,101226,101226.0,0
small_business,0.2695269286632538,High,1121,131182,131182.0,0
home_improvement,0.2011212110519409,High,1122,79402,79402.0,0
home_improvement,0.2801685631275177,High,1123,54263,54263.0,0
other,0.167303666472435,Medium,1124,427595,427595.0,0
car,0.1923637390136718,Medium,1125,377900,377900.0,0
other,0.1708666682243347,Medium,1126,247924,247924.0,0
credit card consolidation,0.0913055390119552,Low,1127,836326,836326.0,0
credit_card,0.1745410561561584,Medium,1128,424137,424137.0,0
debt_consolidation,0.2672487199306488,High,1129,192736,192736.0,0
car,0.2954398989677429,High,1130,85737,85737.0,0
moving,0.1840794831514358,Medium,1131,360445,360445.0,0
debt_consolidation,0.2822810709476471,High,1132,178575,178575.0,0
small_business,0.1194953471422195,Medium,1133,301371,301371.0,0
other,0.2410418093204498,High,1134,88709,88709.0,0
Paying off credit card debt,0.1966807842254638,Medium,1135,392192,392192.0,0
other,0.2034252434968948,High,1136,71172,71172.0,0
other,0.1924716830253601,Medium,1137,211555,211555.0,0
small_business,0.2424317002296447,High,1138,103276,103276.0,0
credit_card,0.2934818267822265,High,1139,107492,107492.0,0
Consolidation,0.247334823012352,High,1140,139599,139599.0,0
Help for a family?,0.1840794831514358,Medium,1141,422320,422320.0,0
credit_card,0.2284877300262451,High,1142,61046,61046.0,0
car,0.1911722272634506,Medium,1143,428071,428071.0,0
Student Loan-Daughters tuition ,0.2648395597934723,High,1144,166021,166021.0,0
Ken,0.0868389457464218,Low,1145,921985,921985.0,0
credit_card,0.2709871828556061,High,1146,54853,54853.0,0
other,0.2128547877073288,High,1147,170900,170900.0,0
home_improvement,0.2028858214616775,High,1148,109129,109129.0,0
other,0.2348035871982574,High,1149,164130,164130.0,0
credit_card,0.2692991197109222,High,1150,196922,196922.0,0
home_improvement,0.1750004440546035,Medium,1151,321789,321789.0,0
other,0.1373879760503769,Medium,1152,355130,355130.0,0
debt_consolidation,0.2906911671161651,High,1153,88890,88890.0,0
debt_consolidation,0.1381235420703888,Medium,1154,266017,266017.0,0
credit_card,0.1473379433155059,Medium,1155,378376,378376.0,0
credit_card,0.2920629382133484,High,1156,182596,182596.0,0
other,0.2041679620742797,High,1157,150424,150424.0,0
other,0.280708909034729,High,1158,65048,65048.0,0
major_purchase,0.1777426600456237,Medium,1159,368976,368976.0,0
other,0.2282112687826156,High,1160,104912,104912.0,0
moving,0.1464692205190658,Medium,1161,234008,234008.0,0
debt_consolidation,0.1570661216974258,Medium,1162,405738,405738.0,0
wedding,0.2548332512378692,High,1163,133559,133559.0,0
kash,0.1060944721102714,Medium,1164,255337,255337.0,0
Improvements,0.2229389101266861,High,1165,160616,160616.0,0
major_purchase,0.2245073169469833,High,1166,63350,63350.0,0
other,0.2801685631275177,High,1167,74354,74354.0,0
other,0.1314075589179992,Medium,1168,245186,245186.0,0
vacation,0.1595261245965957,Medium,1169,228145,228145.0,0
major_purchase,0.2014448344707489,High,1170,136123,136123.0,0
other,0.2487074583768844,High,1171,70581,70581.0,0
debt_consolidation,0.2755255401134491,High,1172,138929,138929.0,0
debt_consolidation,0.2850928604602813,High,1173,73051,73051.0,0
debt_consolidation,0.2899487614631653,High,1174,101474,101474.0,0
other,0.2403440177440643,High,1175,141748,141748.0,0
debt_consolidation,0.2523292899131775,High,1176,175995,175995.0,0
debt_consolidation,0.2103882282972335,High,1177,119626,119626.0,0
wedding,0.1757786720991134,Medium,1178,469104,469104.0,0
 ,0.2590086758136749,High,1179,86408,86408.0,0
debt_consolidation,0.2525385916233063,High,1180,144006,144006.0,0
major_purchase,0.2079388052225113,High,1181,107134,107134.0,0
 ,0.2897050976753235,High,1182,182413,182413.0,0
major_purchase,0.2275505661964416,High,1183,140327,140327.0,0
benz,0.0908300653100013,Low,1184,893554,893554.0,0
debt_consolidation,0.2645021080970764,High,1185,193326,193326.0,0
debt_consolidation,0.2426193654537201,High,1186,61344,61344.0,0
credit_card,0.2336945235729217,High,1187,182822,182822.0,0
other,0.251646339893341,High,1188,117957,117957.0,0
debt_consolidation,0.2468087822198867,High,1189,155423,155423.0,0
first home,0.1060519888997078,Medium,1190,346968,346968.0,0
other,0.091840423643589,Low,1191,686833,686833.0,0
credit_card,0.2565264403820038,High,1192,127454,127454.0,0
debt_consolidation,0.2420456260442733,High,1193,140600,140600.0,0
debt_consolidation,0.1884803473949432,Medium,1194,237641,237641.0,0
other,0.1421294808387756,Medium,1195,229711,229711.0,0
debt_consolidation,0.2405997663736343,High,1196,120342,120342.0,0
debt_consolidation,0.234218567609787,High,1197,156896,156896.0,0
other,0.2156729102134704,High,1198,193254,193254.0,0
student loan,0.2128547877073288,High,1199,137833,137833.0,0
vacation,0.2022795230150222,High,1200,106276,106276.0,0
other,0.2200114727020263,High,1201,69541,69541.0,0
small_business,0.1790840625762939,Medium,1202,244813,244813.0,0
payback's a bitch loan,0.1882825940847396,Medium,1203,368270,368270.0,0
My major purchase,0.1851678341627121,Medium,1204,339892,339892.0,0
debt_consolidation,0.2120965719223022,High,1205,74070,74070.0,0
other,0.1184959262609481,Medium,1206,404615,404615.0,0
other,0.1676040887832641,Medium,1207,241786,241786.0,0
tanyajones,0.1679393500089645,Medium,1208,426006,426006.0,0
debt_consolidation,0.1890403777360916,Medium,1209,430876,430876.0,0
car,0.1631358861923217,Medium,1210,498206,498206.0,0
other,0.1629424393177032,Medium,1211,487654,487654.0,0
debt_consolidation,0.1605090796947479,Medium,1212,481570,481570.0,0
debt_consolidation,0.1796515583992004,Medium,1213,237265,237265.0,0
vacation,0.214220255613327,High,1214,198922,198922.0,0
car,0.14114411175251,Medium,1215,449321,449321.0,0
debt_consolidation,0.1586764752864837,Medium,1216,266150,266150.0,0
home_improvement,0.2938888370990753,High,1217,137312,137312.0,0
other,0.1360647976398468,Medium,1218,289613,289613.0,0
car,0.1892830580472946,Medium,1219,321826,321826.0,0
other,0.1918699890375137,Medium,1220,235435,235435.0,0
moving,0.0737947672605514,Low,1221,858587,858587.0,0
other,0.2532404661178589,High,1222,184055,184055.0,0
moving,0.1913559138774871,Medium,1223,351734,351734.0,0
car,0.1901478171348571,Medium,1224,485654,485654.0,0
credit_card,0.1774394810199737,Medium,1225,409259,409259.0,0
debt_consolidation,0.2431884109973907,High,1226,144071,144071.0,0
 ,0.1931375414133072,Medium,1227,468784,468784.0,0
Social gaming company loan,0.2782942950725555,High,1228,94547,94547.0,0
credit_card,0.2455143630504608,High,1229,104620,104620.0,0
medical,0.2313718795776367,High,1230,196389,196389.0,0
debt_consolidation,0.2791270911693573,High,1231,165608,165608.0,0
other,0.2141811102628708,High,1232,57564,57564.0,0
vacation,0.1739566326141357,Medium,1233,358417,358417.0,0
other,0.1403808146715164,Medium,1234,313824,313824.0,0
small_business,0.2524057328701019,High,1235,129273,129273.0,0
other,0.1531801968812942,Medium,1236,411837,411837.0,0
car,0.2536003589630127,High,1237,160017,160017.0,0
home_improvement,0.2793337702751159,High,1238,173618,173618.0,0
debt_consolidation,0.2227440029382705,High,1239,175341,175341.0,0
medical,0.2123993486166,High,1240,79430,79430.0,0
debt_consolidation,0.2780620455741882,High,1241,77788,77788.0,0
debt_consolidation,0.2032321095466613,High,1242,194991,194991.0,0
Relief,0.2291086465120315,High,1243,119346,119346.0,0
medical,0.1661981642246246,Medium,1244,239974,239974.0,0
wedding,0.1819393336772918,Medium,1245,216371,216371.0,0
credit_card,0.1019979566335678,Medium,1246,382256,382256.0,0
our bail out ,0.1570474058389663,Medium,1247,273972,273972.0,0
home_improvement,0.2594024837017059,High,1248,62984,62984.0,0
BETTER RATE,0.2351080477237701,High,1249,83039,83039.0,0
vacation,0.1681173741817474,Medium,1250,285431,285431.0,0
major_purchase,0.1603722125291824,Medium,1251,305373,305373.0,0
wedding,0.1947048604488372,Medium,1252,381144,381144.0,0
home_improvement,0.1667928397655487,Medium,1253,486718,486718.0,0
major_purchase,0.1487444788217544,Medium,1254,450195,450195.0,0
credit_card,0.2813117802143097,High,1255,193748,193748.0,0
moving,0.0867891386151313,Low,1256,904032,904032.0,0
other,0.2441078424453735,High,1257,82733,82733.0,0
debt_consolidation,0.2722060680389404,High,1258,52050,52050.0,0
car loan,0.1364230811595916,Medium,1259,309996,309996.0,0
other,0.2415694743394851,High,1260,83933,83933.0,0
debt_consolidation,0.203138530254364,High,1261,74951,74951.0,0
car,0.1946723312139511,Medium,1262,232413,232413.0,0
debt_consolidation,0.2011491656303405,High,1263,162573,162573.0,0
debt_consolidation,0.2502393424510956,High,1264,185566,185566.0,0
credit_card,0.2954486906528473,High,1265,172744,172744.0,0
other,0.1875912994146347,Medium,1266,405763,405763.0,0
debt_consolidation,0.2239049077033996,High,1267,93001,93001.0,0
other,0.1738294810056686,Medium,1268,267364,267364.0,0
car,0.22334586083889,High,1269,174988,174988.0,0
small_business,0.2056940495967865,High,1270,95028,95028.0,0
other,0.2503125965595245,High,1271,181878,181878.0,0
debt_consolidation,0.2705790400505066,High,1272,174343,174343.0,0
debt_consolidation,0.2581732869148254,High,1273,178301,178301.0,0
other,0.2667101621627807,High,1274,176295,176295.0,0
moving,0.1330005526542663,Medium,1275,360829,360829.0,0
other,0.2817536890506744,High,1276,84636,84636.0,0
car,0.2055235058069229,High,1277,74262,74262.0,0
other,0.1874777972698211,Medium,1278,393283,393283.0,0
car,0.1489880383014679,Medium,1279,445596,445596.0,0
car,0.1925455331802368,Medium,1280,261665,261665.0,0
major_purchase,0.2063509821891784,High,1281,166953,166953.0,0
debt_consolidation,0.1613916009664535,Medium,1282,358448,358448.0,0
debt_consolidation,0.1811852306127548,Medium,1283,386626,386626.0,0
Car Loan,0.1492900550365448,Medium,1284,345271,345271.0,0
credit_card,0.1655553877353668,Medium,1285,318533,318533.0,0
car,0.1735952198505401,Medium,1286,273781,273781.0,0
debt_consolidation,0.2432871460914611,High,1287,116262,116262.0,0
debt_consolidation,0.1654166877269745,Medium,1288,276898,276898.0,0
debt_consolidation,0.211351990699768,High,1289,199369,199369.0,0
debt_consolidation,0.2098153829574585,High,1290,80448,80448.0,0
debt_consolidation,0.1715983301401138,Medium,1291,488316,488316.0,0
car,0.1660535186529159,Medium,1292,207657,207657.0,0
car,0.1462880969047546,Medium,1293,456689,456689.0,0
car,0.2201886028051376,High,1294,162855,162855.0,0
other,0.1801944077014923,Medium,1295,359903,359903.0,0
credit_card,0.2843035757541656,High,1296,57906,57906.0,0
credit_card,0.2318513393402099,High,1297,111413,111413.0,0
house,0.2359705865383148,High,1298,104028,104028.0,0
debt_consolidation,0.2566809952259063,High,1299,57287,57287.0,0
other,0.1877329349517822,Medium,1300,495804,495804.0,0
cc pay off,0.1816504895687103,Medium,1301,390792,390792.0,0
car,0.2107226252555847,High,1302,152979,152979.0,0
debt_consolidation,0.1811677515506744,Medium,1303,234701,234701.0,0
debt_consolidation,0.1710175573825836,Medium,1304,283300,283300.0,0
other,0.1562553942203521,Medium,1305,441249,441249.0,0
debt_consolidation,0.2539887726306915,High,1306,198746,198746.0,0
car,0.1597389876842498,Medium,1307,283560,283560.0,0
moving,0.1591737866401672,Medium,1308,442615,442615.0,0
other,0.2427463829517364,High,1309,93642,93642.0,0
other,0.1454215943813324,Medium,1310,479746,479746.0,0
major_purchase,0.1651914715766906,Medium,1311,288801,288801.0,0
debt_consolidation,0.2316010296344757,High,1312,75931,75931.0,0
debt_consolidation,0.094364084303379,Low,1313,594377,594377.0,0
other,0.2434187680482864,High,1314,79192,79192.0,0
other,0.1626834571361541,Medium,1315,281121,281121.0,0
debt_consolidation,0.2985823452472687,High,1316,75559,75559.0,0
Debt Consolidation,0.2856896519660949,High,1317,155595,155595.0,0
other,0.1581258922815323,Medium,1318,233742,233742.0,0
home_improvement,0.2578463852405548,High,1319,119669,119669.0,0
other,0.176934003829956,Medium,1320,352826,352826.0,0
dental work,0.0396629273891449,Low,1321,635044,635044.0,0
To purchase a machine to work part time ,0.1593922525644302,Medium,1322,312217,312217.0,0
car,0.1763553023338318,Medium,1323,241873,241873.0,0
Pay off bills to fix credit,0.2492155730724334,High,1324,156532,156532.0,0
BMW M3 FANTASTIC CONDITION,0.1824876219034195,Medium,1325,334092,334092.0,0
debt_consolidation,0.1176841631531715,Medium,1326,286988,286988.0,0
vacation,0.1636525094509124,Medium,1327,245648,245648.0,0
Debt consolidation,0.2300417274236679,High,1328,175991,175991.0,0
debt_consolidation,0.211674690246582,High,1329,190588,190588.0,0
debt_consolidation,0.2262980043888092,High,1330,165005,165005.0,0
medical,0.2472661137580871,High,1331,52396,52396.0,0
medical,0.1651449650526046,Medium,1332,284082,284082.0,0
car,0.1859682649374008,Medium,1333,328322,328322.0,0
car,0.2416636645793914,High,1334,182663,182663.0,0
other,0.2093092054128646,High,1335,61303,61303.0,0
debt_consolidation,0.244281604886055,High,1336,121719,121719.0,0
debt_consolidation,0.1775732785463333,Medium,1337,449690,449690.0,0
car,0.1470308899879455,Medium,1338,459820,459820.0,0
medical,0.181985929608345,Medium,1339,299616,299616.0,0
car,0.1048493832349777,Medium,1340,286231,286231.0,0
small_business,0.1530482023954391,Medium,1341,469458,469458.0,0
Starting a Business,0.2512896358966827,High,1342,69623,69623.0,0
debt_consolidation,0.168762058019638,Medium,1343,398747,398747.0,0
medical,0.191780224442482,Medium,1344,305228,305228.0,0
credit_card,0.2402299791574478,High,1345,147624,147624.0,0
credit_card,0.2828354835510254,High,1346,161785,161785.0,0
Sue,0.1665744483470916,Medium,1347,269274,269274.0,0
debt_consolidation,0.2282112687826156,High,1348,183541,183541.0,0
Truck Loan,0.1805750727653503,Medium,1349,253947,253947.0,0
debt_consolidation,0.2129798680543899,High,1350,98874,98874.0,0
Real Estate Investing,0.1240138038992881,Medium,1351,249708,249708.0,0
home_improvement,0.1561315804719925,Medium,1352,274553,274553.0,0
credit_card,0.1686602234840393,Medium,1353,268344,268344.0,0
major_purchase,0.2633876204490661,High,1354,99138,99138.0,0
debt_consolidation,0.217840164899826,High,1355,97638,97638.0,0
other,0.1572691649198532,Medium,1356,278249,278249.0,0
home_improvement,0.1304360777139663,Medium,1357,202719,202719.0,0
credit_card,0.2208758741617202,High,1358,92534,92534.0,0
debt_consolidation,0.2752159535884857,High,1359,142241,142241.0,0
debt_consolidation,0.2392641603946685,High,1360,199859,199859.0,0
debt_consolidation,0.1672730296850204,Medium,1361,326209,326209.0,0
other,0.2010515928268432,High,1362,142124,142124.0,0
credit cards debt & travel expenses,0.1815042942762375,Medium,1363,291659,291659.0,0
credit_card,0.1909625232219696,Medium,1364,364134,364134.0,0
major_purchase,0.2694685161113739,High,1365,125713,125713.0,0
home_improvement,0.1165556088089943,Medium,1366,418335,418335.0,0
debt_consolidation,0.2311860024929046,High,1367,125418,125418.0,0
debt_consolidation,0.1735857278108596,Medium,1368,328232,328232.0,0
credit_card,0.1729639917612075,Medium,1369,363038,363038.0,0
debt_consolidation,0.2588584125041961,High,1370,194059,194059.0,0
house,0.2829232513904571,High,1371,81575,81575.0,0
debt_consolidation,0.2282112687826156,High,1372,113852,113852.0,0
other,0.159210592508316,Medium,1373,458722,458722.0,0
vacation,0.2157695144414901,High,1374,182079,182079.0,0
small_business,0.2530267536640167,High,1375,126242,126242.0,0
debt_consolidation,0.2867204844951629,High,1376,79257,79257.0,0
Money for Culinary School,0.190450370311737,Medium,1377,344353,344353.0,0
other,0.2005003988742828,High,1378,111246,111246.0,0
small_business,0.2069258391857147,High,1379,51435,51435.0,0
debt_consolidation,0.1780530661344528,Medium,1380,429947,429947.0,0
ladybuggs,0.1706969887018203,Medium,1381,431758,431758.0,0
other,0.1331607103347778,Medium,1382,291357,291357.0,0
debt_consolidation,0.1511093378067016,Medium,1383,357732,357732.0,0
major_purchase,0.2290968894958496,High,1384,186156,186156.0,0
debt_consolidation,0.2193636745214462,High,1385,194579,194579.0,0
debt_consolidation,0.2345091551542282,High,1386,133807,133807.0,0
debt_consolidation,0.2499963045120239,High,1387,165953,165953.0,0
debt_consolidation,0.1332559734582901,Medium,1388,338563,338563.0,0
debt_consolidation,0.2934347093105316,High,1389,173797,173797.0,0
car,0.2794371843338012,High,1390,113888,113888.0,0
car,0.1416258364915847,Medium,1391,273609,273609.0,0
home_improvement,0.2268997281789779,High,1392,59077,59077.0,0
home_improvement,0.2630258202552795,High,1393,70953,70953.0,0
other,0.2789519429206848,High,1394,164682,164682.0,0
debt_consolidation,0.2956780791282654,High,1395,117889,117889.0,0
Medical,0.1528718322515487,Medium,1396,354893,354893.0,0
medical,0.2445839494466781,High,1397,165374,165374.0,0
major_purchase,0.2242138534784317,High,1398,74860,74860.0,0
debt_consolidation,0.2787113785743713,High,1399,127475,127475.0,0
major_purchase,0.1740101724863052,Medium,1400,352499,352499.0,0
debt_consolidation,0.1519497781991958,Medium,1401,489227,489227.0,0
debt_consolidation,0.2920152842998504,High,1402,107372,107372.0,0
debt_consolidation,0.2667101621627807,High,1403,173786,173786.0,0
credit_card,0.2043998092412948,High,1404,57813,57813.0,0
other,0.1105579435825347,Medium,1405,231598,231598.0,0
small_business,0.1692674905061721,Medium,1406,457951,457951.0,0
small_business,0.1929322779178619,Medium,1407,293106,293106.0,0
home_improvement,0.2465084642171859,High,1408,77082,77082.0,0
car,0.09817586094141,Low,1409,791385,791385.0,0
car,0.0665767937898635,Low,1410,727286,727286.0,0
moving,0.2193636745214462,High,1411,61745,61745.0,0
car,0.2244459986686706,High,1412,76029,76029.0,0
small_business,0.2349738627672195,High,1413,194097,194097.0,0
debt_consolidation,0.2172813713550567,High,1414,173395,173395.0,0
car,0.2397989630699157,High,1415,195360,195360.0,0
debt_consolidation,0.2583373486995697,High,1416,139186,139186.0,0
home_improvement,0.2432919144630432,High,1417,187612,187612.0,0
debt_consolidation,0.1599750816822052,Medium,1418,413030,413030.0,0
debt_consolidation,0.234378844499588,High,1419,91846,91846.0,0
credit card debt,0.224161610007286,High,1420,125932,125932.0,0
debt_consolidation,0.1717206984758377,Medium,1421,348554,348554.0,0
debt_consolidation,0.2269743233919143,High,1422,73411,73411.0,0
wedding,0.253577172756195,High,1423,128797,128797.0,0
debt_consolidation,0.2439994663000106,High,1424,102307,102307.0,0
moving,0.2931366860866546,High,1425,184165,184165.0,0
other,0.1891119182109832,Medium,1426,484186,484186.0,0
debt_consolidation,0.2109829485416412,High,1427,102930,102930.0,0
credit_card,0.1326825618743896,Medium,1428,448656,448656.0,0
other,0.2173827737569809,High,1429,147883,147883.0,0
car,0.1668873727321624,Medium,1430,495900,495900.0,0
credit_card,0.2546549439430237,High,1431,103268,103268.0,0
debt_consolidation,0.2700054943561554,High,1432,98901,98901.0,0
